"VFID","VF_Name","VFcategory","arm","scenario","cases","n","prevalence","HR","lo","hi","p","HR_perSD","lo_perSD","hi_perSD","ph_term","ph_global","FDR"
"VF1110","TTSS secreted effectors","Effector delivery system","detection","adjusted",43,1699,0.0832879695155144,2.94876721150838,1.33881109021615,6.49473860144307,0.00726869182102571,NA,NA,NA,0.432133273190673,0.544109020051402,0.0183204668932662
"VF0565","Aerobactin","Nutritional/Metabolic factor","detection","adjusted",43,1699,0.0658682634730539,3.12590929351463,1.35052951845517,7.2351687080918,0.00777231928805231,NA,NA,NA,0.172790938925511,0.500042473716243,0.0183204668932662
"VF0571","RcsAB","Regulation","detection","adjusted",43,1699,0.225367446924333,2.27596741830038,1.20844434422562,4.2865256591393,0.0108908706485215,NA,NA,NA,0.778729122354748,0.585613649742236,0.0239599154267474
"VF0239","K1 capsule","Invasion","detection","adjusted",43,1699,0.255851932498639,2.21501016332933,1.18482766259296,4.14091447942313,0.012727786549583,NA,NA,NA,0.525269757486481,0.566923651672056,0.026251059758515
"VF0220","P fimbriae","Adherence","detection","adjusted",43,1699,0.224823081110506,2.20625868325963,1.15717204210981,4.20644225778538,0.0162444665036441,NA,NA,NA,0.076667886812197,0.372780909383486,0.0315333761541326
"VF0221","Type 1 fimbriae","Adherence","detection","adjusted",43,1699,0.39412084921067,2.10925770277949,1.14135714814629,3.89796310818246,0.0172196945355515,NA,NA,NA,0.723838247664846,0.571479937974686,0.0315694399818445
"VF0111","PhoPQ","Regulation","detection","adjusted",43,1699,0.193249863908547,2.18038920368185,1.12292874184071,4.23365873754326,0.0213093306724347,NA,NA,NA,0.92772889098363,0.60018129279213,0.0370109427468603
"VF0238","AslA","Invasion","detection","adjusted",43,1699,0.195427327163854,2.11205868420866,1.09718161441376,4.06568231452245,0.0252497128247336,NA,NA,NA,0.594526018080503,0.565249945242592,0.0416620261608105
"VF0229","Aerobactin","Nutritional/Metabolic factor","detection","adjusted",43,1699,0.101252041371802,2.3435012039566,1.09795229435097,5.00203690196988,0.0276959075260796,NA,NA,NA,0.235004501743518,0.47256262897104,0.0435221403981251
"VF0144","Capsule","Immune modulation","detection","adjusted",43,1699,0.307022318998367,0.398365122131351,0.17340946361516,0.915144809414269,0.0300853382025617,NA,NA,NA,0.811035065824818,0.58100573339386,0.0451280073038425
"VF0236","OmpA","Invasion","detection","adjusted",43,1699,0.201959716929777,2.00641544795975,1.04883478194506,3.83826224979483,0.0353725349321569,NA,NA,NA,0.736792536186658,0.592771049233885,0.0498994452932606
"VF0237","Ibes","Invasion","detection","adjusted",43,1699,0.26619488296135,1.94777262479554,1.04347943813151,3.63573833778293,0.0362905056678259,NA,NA,NA,0.85329184813105,0.592871397627587,0.0498994452932606
"VF0564","Ybt","Nutritional/Metabolic factor","detection","adjusted",43,1699,0.20141535111595,1.86922846628268,0.959716689082848,3.64067343926316,0.0658988229922897,NA,NA,NA,0.825330725913258,0.588894423807492,0.0869864463498224
"VF0506","FdeC","Adherence","detection","adjusted",43,1699,0.180185084376701,1.83517939196037,0.927028710127103,3.63298715981977,0.0814151246803654,NA,NA,NA,0.910764381121633,0.602235347842174,0.102563618239648
"VF0113","Fur","Regulation","detection","adjusted",43,1699,0.227544910179641,1.80701150005515,0.923780663901251,3.53470330017711,0.0839156876506214,NA,NA,NA,0.724678766038263,0.59205383204644,0.102563618239648
"VF0230","Salmochelin siderophore","Nutritional/Metabolic factor","detection","adjusted",43,1699,0.129014697876973,1.62814990185259,0.746818963302909,3.54955114045143,0.220259068966244,NA,NA,NA,0.214543888832873,0.511496928654789,0.259591045567359
"VF0225","<alpha>-Hemolysin","Exotoxin","detection","adjusted",43,1699,0.0626020685900925,1.48840675823736,0.52605146119949,4.2112888973167,0.453568975419334,NA,NA,NA,0.47763107969652,0.588833923504631,0.516130213408208
"VF0579","T6SS","Effector delivery system","detection","adjusted",43,1699,0.193794229722373,1.27862659618645,0.619812607604519,2.63771009562701,0.505874979031969,NA,NA,NA,0.550060485379176,0.591678956791988,0.556462476935165
"VF0573","Colibactin","Exotoxin","detection","adjusted",43,1699,0.151878062057703,0.766735719649105,0.297832198932179,1.97387544360071,0.581945801254299,NA,NA,NA,0.92508327448767,0.612659243258395,0.619490691657802
"VF0224","F1C fimbriae","Adherence","detection","adjusted",43,1699,0.0876428960261296,1.14717783753791,0.405080331071901,3.24878027885429,0.796002090589987,NA,NA,NA,0.554035596740526,0.598847488851272,0.820877155920924
"VF0222","S fimbriae","Adherence","detection","adjusted",43,1699,0.131192161132281,0.907857791894149,0.352899780701961,2.33552361144423,0.841076996655836,NA,NA,NA,0.607119818010174,0.59121103527053,0.841076996655836
"VF0394","Flagella","Motility","detection","base",47,1837,0.189983669025585,3.14151446992242,1.74025127820758,5.67108514058779,0.000145633121739008,NA,NA,NA,0.179798257360678,0.336759799213578,0.00419111986873078
"VF1138","Curli fibers","Adherence","detection","base",47,1837,0.323897659227001,2.89202138500643,1.61437749053211,5.18081287702899,0.000356745726461379,NA,NA,NA,0.0451635791973061,0.182969864064639,0.00419111986873078
"VF0333","T2SS","Effector delivery system","detection","base",47,1837,0.369080021774633,2.89506088944033,1.60330293142868,5.22756953116683,0.000422327911371663,NA,NA,NA,0.395974690566385,0.362956143764116,0.00419111986873078
"VF0213","Adhesive fimbriae","Adherence","detection","base",47,1837,0.0930865541643985,3.47999882798684,1.71257740591146,7.07144202707991,0.000566411595872936,NA,NA,NA,0.376146560546863,0.409425248745637,0.00419111986873078
"VF0404","ECP","Adherence","detection","base",47,1837,0.337506804572673,2.7548831245426,1.5402799891837,4.92727366659598,0.000635018161928905,NA,NA,NA,0.672230555373233,0.39545828329361,0.00419111986873078
"VF0228","Enterobactin","Nutritional/Metabolic factor","detection","base",47,1837,0.348938486663038,2.69405663343124,1.50181382661132,4.83278354182661,0.000887397772755512,NA,NA,NA,0.286386309595562,0.356170822698679,0.00488068775015532
"VF0227","Chu","Nutritional/Metabolic factor","detection","base",47,1837,0.272182906913446,2.59561240807037,1.44009969727189,4.67828983346901,0.00150656023733464,NA,NA,NA,0.867142315742138,0.433890623471702,0.00710235540457757
"VF0568","AcrAB","Antimicrobial activity/Competitive advantage","detection","base",47,1837,0.188894937397931,2.62916986645029,1.4296559252717,4.83510337309764,0.00187138553365929,NA,NA,NA,0.386912573515107,0.406776434907141,0.00771946532634458
"VF0112","RpoS","Regulation","detection","base",47,1837,0.246053347849755,2.47169094680768,1.37516358017098,4.44256685140793,0.00248687507026218,NA,NA,NA,0.816790030312566,0.447859235362461,0.00911854192429465
"VF1110","TTSS secreted effectors","Effector delivery system","detection","base",47,1837,0.0832879695155144,3.0369322020439,1.4484299662682,6.36755481079533,0.00327382166112244,NA,NA,NA,0.211605157957401,0.349643268832981,0.010803611481704
"VF0571","RcsAB","Regulation","detection","base",47,1837,0.225367446924333,2.39549434767657,1.31690575029349,4.35748205099075,0.00421226895508524,NA,NA,NA,0.702428997365926,0.435703234123152,0.0126368068652557
"VF0256","Shu","Nutritional/Metabolic factor","detection","base",47,1837,0.152966793685357,2.524849601755,1.32127509823535,4.82478290856796,0.00505964440351038,NA,NA,NA,0.96386482879182,0.449461069732127,0.0134376178196796
"VF0572","Allantion utilization","Nutritional/Metabolic factor","detection","base",47,1837,0.142079477408819,2.60252078518579,1.32870864668565,5.09751664085201,0.00529360701987379,NA,NA,NA,0.552898457804989,0.431269701894187,0.0134376178196796
"VF0560","Capsule","Immune modulation","detection","base",47,1837,0.22591181273816,2.24056756577087,1.22349775781706,4.10310765566193,0.00896281461321981,NA,NA,NA,0.203335315045924,0.334691458848075,0.0211266344454467
"VF0111","PhoPQ","Regulation","detection","base",47,1837,0.193249863908547,2.2480139593247,1.20878702603502,4.1806924234578,0.0104967567193397,NA,NA,NA,0.866534361200266,0.456433478661558,0.0230928647825473
"VF0221","Type 1 fimbriae","Adherence","detection","base",47,1837,0.39412084921067,2.07301928084219,1.1583513489471,3.70993562760527,0.0140870163085478,NA,NA,NA,0.833955838284196,0.423807159493168,0.0283925713091258
"VF0565","Aerobactin","Nutritional/Metabolic factor","detection","base",47,1837,0.0658682634730539,2.77500462216401,1.22297579083906,6.29665011418447,0.0146264761289436,NA,NA,NA,0.192634300592508,0.300378873188775,0.0283925713091258
"VF0238","AslA","Invasion","detection","base",47,1837,0.195427327163854,1.99930084020182,1.07307557469877,3.72499751543948,0.029098505182574,NA,NA,NA,0.908603428511534,0.447609878887318,0.0533472595013857
"VF0239","K1 capsule","Invasion","detection","base",47,1837,0.255851932498639,1.94060505214608,1.05852197518459,3.5577418860465,0.0320401615427688,NA,NA,NA,0.4827165758474,0.41409426786312,0.0543191624620699
"VF0113","Fur","Regulation","detection","base",47,1837,0.227544910179641,1.98084885115099,1.05701906322074,3.71210161446895,0.0329207045224666,NA,NA,NA,0.66346544741885,0.443620582362356,0.0543191624620699
"VF0236","OmpA","Invasion","detection","base",47,1837,0.201959716929777,1.9277390483078,1.03763866917045,3.58137948091469,0.0378093810412711,NA,NA,NA,0.443092303757146,0.409411529169759,0.0594147416362832
"VF0237","Ibes","Invasion","detection","base",47,1837,0.26619488296135,1.83174672093709,1.0096099413648,3.32335876678081,0.0464294816074332,NA,NA,NA,0.545147651069357,0.426972394326604,0.0669687475286259
"VF0144","Capsule","Immune modulation","detection","base",47,1837,0.307022318998367,0.450673934026565,0.205500108592394,0.988354683616446,0.0466751876714665,NA,NA,NA,0.865123642995828,0.431576771084723,0.0669687475286259
"VF0229","Aerobactin","Nutritional/Metabolic factor","detection","base",47,1837,0.101252041371802,2.08157134820473,0.987202125809157,4.38911056245485,0.0540845603609715,NA,NA,NA,0.234674963648938,0.316185820757549,0.0743662704963358
"VF0220","P fimbriae","Adherence","detection","base",47,1837,0.224823081110506,1.77406459787252,0.951911034966443,3.30630183054399,0.0710997499223463,NA,NA,NA,0.0960565423716658,0.229448105797077,0.0938516698974972
"VF0506","FdeC","Adherence","detection","base",47,1837,0.180185084376701,1.80121518397618,0.939783460807763,3.45225924299386,0.0762468589218953,NA,NA,NA,0.775516272355555,0.450050553336597,0.0967748594008671
"VF0564","Ybt","Nutritional/Metabolic factor","detection","base",47,1837,0.20141535111595,1.63013617286271,0.85296214965218,3.11543008462812,0.139211775729647,NA,NA,NA,0.901148230948431,0.461324819432426,0.170147725891791
"VF0230","Salmochelin siderophore","Nutritional/Metabolic factor","detection","base",47,1837,0.129014697876973,1.54591016640587,0.717754096050691,3.32960585769785,0.265785780792386,NA,NA,NA,0.211571144710812,0.324056477314723,0.313247527362454
"VF0579","T6SS","Effector delivery system","detection","base",47,1837,0.193794229722373,1.30367715767966,0.657406790081744,2.58527012056626,0.44774113938845,NA,NA,NA,0.830463241954878,0.456579026311544,0.509498537924788
"VF0225","<alpha>-Hemolysin","Exotoxin","detection","base",47,1837,0.0626020685900925,1.45836295179588,0.521517139213496,4.07814497214465,0.472039726920883,NA,NA,NA,0.506731721507611,0.427391158596813,0.515557781255147
"VF0573","Colibactin","Exotoxin","detection","base",47,1837,0.151878062057703,0.716090598476984,0.280880010549185,1.82563986744557,0.484311855118471,NA,NA,NA,0.847900058594236,0.472398732263517,0.515557781255147
"VF0224","F1C fimbriae","Adherence","detection","base",47,1837,0.0876428960261296,1.12753998515937,0.401691962899667,3.16497847991734,0.81968062087879,NA,NA,NA,0.576250078956328,0.443554748303945,0.845295640281252
"VF0222","S fimbriae","Adherence","detection","base",47,1837,0.131192161132281,0.922432690649382,0.362871142879276,2.34486011212454,0.865307047654093,NA,NA,NA,0.600827067466113,0.450342300039358,0.865307047654093
"VF0394","Flagella","Motility","detection","base_cc",43,1699,0.189983669025585,3.28225105394606,1.77932185505462,6.05465051223087,0.00014205979657711,NA,NA,NA,0.319155271010629,0.770673577896959,0.00468797328704462
"VF0333","T2SS","Effector delivery system","detection","base_cc",43,1699,0.369080021774633,3.03947001306303,1.63108411860016,5.66394942784312,0.000464235523442342,NA,NA,NA,0.436281004900394,0.771788034633083,0.00647969183637798
"VF1138","Curli fibers","Adherence","detection","base_cc",43,1699,0.323897659227001,2.91198660665604,1.58287925613771,5.35711486802532,0.00058906289421618,NA,NA,NA,0.0470070346378569,0.476955668556877,0.00647969183637798
"VF0404","ECP","Adherence","detection","base_cc",43,1699,0.337506804572673,2.77665173114262,1.51031089021265,5.10477338541325,0.00101208913735155,NA,NA,NA,0.741155756243793,0.79790161008358,0.00834973538315027
"VF0227","Chu","Nutritional/Metabolic factor","detection","base_cc",43,1699,0.272182906913446,2.73485244931045,1.4801520232951,5.05314170557207,0.00131844205894042,NA,NA,NA,0.558704974815122,0.784884182549463,0.00840201383669714
"VF0228","Enterobactin","Nutritional/Metabolic factor","detection","base_cc",43,1699,0.348938486663038,2.68886601114282,1.4585327449676,4.95703675548246,0.00152763887939948,NA,NA,NA,0.310542876417101,0.754091427532635,0.00840201383669714
"VF0568","AcrAB","Antimicrobial activity/Competitive advantage","detection","base_cc",43,1699,0.188894937397931,2.71430666760476,1.44153429443456,5.11084662657544,0.00198362623026975,NA,NA,NA,0.605745477174109,0.825301412640655,0.00935138079984312
"VF0565","Aerobactin","Nutritional/Metabolic factor","detection","base_cc",43,1699,0.0658682634730539,3.19743263303555,1.39736206446663,7.31633962505127,0.00591885032316135,NA,NA,NA,0.168158027170746,0.64496016172469,0.0202229121544362
"VF0112","RpoS","Regulation","detection","base_cc",43,1699,0.246053347849755,2.36171868169604,1.27805463648953,4.36422275873321,0.00608616345571138,NA,NA,NA,0.897887770282501,0.843633398339754,0.0202229121544362
"VF0256","Shu","Nutritional/Metabolic factor","detection","base_cc",43,1699,0.152966793685357,2.55323924320479,1.29974433964559,5.01562533045428,0.00650775099379304,NA,NA,NA,0.705969357898642,0.812806125915081,0.0202229121544362
"VF0213","Adhesive fimbriae","Adherence","detection","base_cc",43,1699,0.0930865541643985,2.91918512351542,1.34202271503513,6.34984914180882,0.00689341891315002,NA,NA,NA,0.372671285141502,0.786331241717652,0.0202229121544362
"VF1110","TTSS secreted effectors","Effector delivery system","detection","base_cc",43,1699,0.0832879695155144,2.87967857193208,1.31951617264595,6.28453735509451,0.0078991977484189,NA,NA,NA,0.391845331244944,0.776774426988878,0.0202229121544362
"VF0560","Capsule","Immune modulation","detection","base_cc",43,1699,0.22591181273816,2.34081914387474,1.24891684334271,4.38734916062534,0.00796660175780819,NA,NA,NA,0.3450074490303,0.764499417386184,0.0202229121544362
"VF0572","Allantion utilization","Nutritional/Metabolic factor","detection","base_cc",43,1699,0.142079477408819,2.50909829184804,1.24509921721969,5.05628318698391,0.0100768135329856,NA,NA,NA,0.813194560104393,0.829027454112819,0.0237524890420374
"VF0571","RcsAB","Regulation","detection","base_cc",43,1699,0.225367446924333,2.25414500137349,1.2032134208358,4.22299951050043,0.0111621046518259,NA,NA,NA,0.744547328319959,0.833368402468478,0.024556630234017
"VF0239","K1 capsule","Invasion","detection","base_cc",43,1699,0.255851932498639,2.21338610210846,1.18668823097399,4.12836152675577,0.0124828337265751,NA,NA,NA,0.504654115459969,0.804216407209284,0.0257458445610612
"VF0221","Type 1 fimbriae","Adherence","detection","base_cc",43,1699,0.39412084921067,2.0675904678425,1.12521803691799,3.79920175686335,0.0192803546087152,NA,NA,NA,0.744399898958354,0.810350435946559,0.0374265707110354
"VF0238","AslA","Invasion","detection","base_cc",43,1699,0.195427327163854,2.07804120770432,1.08833193101139,3.96777411180455,0.0266564769577897,NA,NA,NA,0.592610710770724,0.810418087746124,0.0485913961154968
"VF0229","Aerobactin","Nutritional/Metabolic factor","detection","base_cc",43,1699,0.101252041371802,2.32005331750953,1.09363492433544,4.92179545140058,0.0282883960627448,NA,NA,NA,0.223357394868829,0.68455966147706,0.0485913961154968
"VF0111","PhoPQ","Regulation","detection","base_cc",43,1699,0.193249863908547,2.07824760254277,1.07577784355598,4.01487456108776,0.029449330979089,NA,NA,NA,0.927013210531735,0.83036975410781,0.0485913961154968
"VF0220","P fimbriae","Adherence","detection","base_cc",43,1699,0.224823081110506,1.99771294727235,1.0561609330179,3.778644802072,0.0333346596483953,NA,NA,NA,0.0803351443687168,0.519873528172143,0.0518768562777255
"VF0236","OmpA","Invasion","detection","base_cc",43,1699,0.201959716929777,1.98150072291441,1.04085306299485,3.77223765246273,0.0373517858871749,NA,NA,NA,0.704003323201857,0.827044949306684,0.0518768562777255
"VF0237","Ibes","Invasion","detection","base_cc",43,1699,0.26619488296135,1.9274566918964,1.03817318283892,3.57848705837034,0.037647544136593,NA,NA,NA,0.80431481484008,0.833160912111129,0.0518768562777255
"VF0144","Capsule","Immune modulation","detection","base_cc",43,1699,0.307022318998367,0.412037832866165,0.178526864333652,0.95097830988478,0.0377286227474367,NA,NA,NA,0.852564632677773,0.824106044821959,0.0518768562777255
"VF0564","Ybt","Nutritional/Metabolic factor","detection","base_cc",43,1699,0.20141535111595,1.8372639006682,0.949663051153448,3.55445927542261,0.070824099251688,NA,NA,NA,0.863353207692875,0.843405430375755,0.0934878110122281
"VF0506","FdeC","Adherence","detection","base_cc",43,1699,0.180185084376701,1.82253941435497,0.925500716571722,3.58903008652609,0.0825508061192518,NA,NA,NA,0.946938013248736,0.838343111752541,0.104776023151358
"VF0113","Fur","Regulation","detection","base_cc",43,1699,0.227544910179641,1.78047501366195,0.915215958925891,3.46376310788437,0.0893071654334938,NA,NA,NA,0.697121729448516,0.830669845417862,0.109153202196492
"VF0230","Salmochelin siderophore","Nutritional/Metabolic factor","detection","base_cc",43,1699,0.129014697876973,1.72269229812676,0.792766549989178,3.74343336517639,0.169585978414148,NA,NA,NA,0.221713209568768,0.705200946360695,0.199869188845246
"VF0225","<alpha>-Hemolysin","Exotoxin","detection","base_cc",43,1699,0.0626020685900925,1.54125144355312,0.548559211756686,4.33035479369219,0.411785409740005,NA,NA,NA,0.494173949109046,0.804170197768597,0.468583397290351
"VF0579","T6SS","Effector delivery system","detection","base_cc",43,1699,0.193794229722373,1.28279553097748,0.626249878544522,2.62764821307477,0.496037072220645,NA,NA,NA,0.540123610577661,0.812661589491699,0.54564077944271
"VF0573","Colibactin","Exotoxin","detection","base_cc",43,1699,0.151878062057703,0.780127639867529,0.303878483218652,2.00277139743182,0.605733330950421,NA,NA,NA,0.89864371650518,0.846646851006768,0.644812900689158
"VF0224","F1C fimbriae","Adherence","detection","base_cc",43,1699,0.0876428960261296,1.19609325702296,0.423861938244149,3.37524781163938,0.735134464687396,NA,NA,NA,0.571411743770769,0.819806338220195,0.758107416708877
"VF0222","S fimbriae","Adherence","detection","base_cc",43,1699,0.131192161132281,0.979235888979775,0.383108134618319,2.50295631864184,0.965045324435404,NA,NA,NA,0.594066814376227,0.826450998479381,0.965045324435404
